행정동_ID,행정동_명칭,월,버스_승객_수_07시,버스_승객_수_08시,출근_시간_버스_승객_수,출근_시간_평일_일평균_승객수
11190660,신길4동,06,12834.0,13181.0,26015.0,1300.75
11190670,신길5동,06,7997.0,10154.0,18151.0,907.55
11190680,신길6동,06,14092.0,17105.0,31197.0,1559.85
11190690,신길7동,06,19082.0,24106.0,43188.0,2159.4
11190700,대림1동,06,9392.0,10267.0,19659.0,982.95
11190710,대림2동,06,5481.0,7164.0,12645.0,632.25
11190720,대림3동,06,14300.0,17059.0,31359.0,1567.95
11190730,영등포본동,06,10066.0,12855.0,22921.0,1146.05
11190740,영등포동,06,43661.0,70662.0,114323.0,5716.15
11190750,도림동,06,15163.0,18462.0,33625.0,1681.25
11190760,문래동,06,20846.0,24316.0,45162.0,2258.1
11200520,노량진2동,06,13755.0,20015.0,33770.0,1688.5
11200530,상도1동,06,50711.0,55737.0,106448.0,5322.4
11200540,상도2동,06,21331.0,25567.0,46898.0,2344.9
11200550,상도3동,06,19327.0,21284.0,40611.0,2030.55
11200560,상도4동,06,20783.0,22080.0,42863.0,2143.15
11200630,사당1동,06,12264.0,15588.0,27852.0,1392.6
11200650,사당3동,06,14067.0,14183.0,28250.0,1412.5
11200660,사당4동,06,1654.0,1752.0,3406.0,170.3
11200670,사당5동,06,12322.0,12466.0,24788.0,1239.4
11200680,대방동,06,39978.0,44552.0,84530.0,4226.5
11200690,신대방1동,06,15182.0,15322.0,30504.0,1525.2
11200700,신대방2동,06,20085.0,20285.0,40370.0,2018.5
11200710,흑석동,06,33196.0,31007.0,64203.0,3210.15
11200720,노량진1동,06,32628.0,37488.0,70116.0,3505.8
11200730,사당2동,06,16388.0,17659.0,34047.0,1702.35
11210520,보라매동,06,17604.0,18865.0,36469.0,1823.45
11210540,청림동,06,15451.0,13799.0,29250.0,1462.5
11210570,행운동,06,16716.0,19900.0,36616.0,1830.8
11210580,낙성대동,06,16145.0,29175.0,45320.0,2266.0
11210610,중앙동,06,15606.0,16099.0,31705.0,1585.25
11210620,인헌동,06,13263.0,15894.0,29157.0,1457.85
11210630,남현동,06,15682.0,17968.0,33650.0,1682.5
11210640,서원동,06,24405.0,25893.0,50298.0,2514.9
11210650,신원동,06,5604.0,7157.0,12761.0,638.05
11210660,서림동,06,20884.0,21286.0,42170.0,2108.5
11210680,신사동,06,10596.0,14359.0,24955.0,1247.75
11210690,신림동,06,19803.0,24452.0,44255.0,2212.75
11210710,난향동,06,20729.0,15165.0,35894.0,1794.7
11210720,조원동,06,30664.0,39884.0,70548.0,3527.4
11210730,대학동,06,24843.0,34523.0,59366.0,2968.3
11210780,은천동,06,27389.0,26798.0,54187.0,2709.35
11210790,성현동,06,27482.0,28208.0,55690.0,2784.5
11210800,청룡동,06,18932.0,24933.0,43865.0,2193.25
11210810,난곡동,06,31971.0,32115.0,64086.0,3204.3
11210820,삼성동,06,18703.0,19173.0,37876.0,1893.8
11210830,미성동,06,32748.0,37191.0,69939.0,3496.95
11220510,서초1동,06,13424.0,20245.0,33669.0,1683.45
11220520,서초2동,06,29824.0,41154.0,70978.0,3548.9
11220530,서초3동,06,28228.0,43972.0,72200.0,3610.0
11220540,서초4동,06,19445.0,24556.0,44001.0,2200.05
11220550,잠원동,06,21302.0,18451.0,39753.0,1987.65
11220560,반포본동,06,2333.0,2924.0,5257.0,262.85
11220570,반포1동,06,20192.0,25675.0,45867.0,2293.35
11220580,반포2동,06,10345.0,13720.0,24065.0,1203.25
11220590,반포3동,06,17926.0,16727.0,34653.0,1732.65
11220600,반포4동,06,18784.0,26232.0,45016.0,2250.8
11220610,방배본동,06,16029.0,17345.0,33374.0,1668.7
11220620,방배1동,06,12366.0,23956.0,36322.0,1816.1
11220630,방배2동,06,13218.0,19358.0,32576.0,1628.8
11220640,방배3동,06,20712.0,28982.0,49694.0,2484.7
11220650,방배4동,06,17341.0,23469.0,40810.0,2040.5
11220660,양재1동,06,70027.0,93109.0,163136.0,8156.8
11220670,양재2동,06,32558.0,42406.0,74964.0,3748.2
11220680,내곡동,06,14013.0,13241.0,27254.0,1362.7
11230510,신사동,06,11323.0,17180.0,28503.0,1425.15
11230520,논현1동,06,24843.0,41584.0,66427.0,3321.35
11230530,논현2동,06,12026.0,24747.0,36773.0,1838.65
11230580,삼성1동,06,24598.0,47018.0,71616.0,3580.8
11230590,삼성2동,06,16612.0,30368.0,46980.0,2349.0
11230600,대치1동,06,14977.0,14895.0,29872.0,1493.6
11230630,대치4동,06,21265.0,28100.0,49365.0,2468.25
11230640,역삼1동,06,43968.0,66188.0,110156.0,5507.8
11230650,역삼2동,06,24633.0,34370.0,59003.0,2950.15
11230660,도곡1동,06,17544.0,21924.0,39468.0,1973.4
11230670,도곡2동,06,9453.0,13619.0,23072.0,1153.6
11230680,개포1동,06,12584.0,14676.0,27260.0,1363.0
11230710,개포4동,06,18989.0,18591.0,37580.0,1879.0
11230720,일원본동,06,16763.0,13279.0,30042.0,1502.1
11230730,일원1동,06,7556.0,8157.0,15713.0,785.65
11230750,수서동,06,14455.0,23862.0,38317.0,1915.85
11230760,세곡동,06,54708.0,50819.0,105527.0,5276.35
11230770,압구정동,06,17087.0,27024.0,44111.0,2205.55
11230780,청담동,06,19821.0,37466.0,57287.0,2864.35
11230790,대치2동,06,21514.0,26680.0,48194.0,2409.7
11230800,개포2동,06,19776.0,18995.0,38771.0,1938.55
11240510,풍납1동,06,7583.0,9374.0,16957.0,847.85
11240520,풍납2동,06,12393.0,13477.0,25870.0,1293.5
11240530,거여1동,06,4312.0,5734.0,10046.0,502.3
11240540,거여2동,06,4356.0,5078.0,9434.0,471.7
11240550,마천1동,06,9525.0,9762.0,19287.0,964.35
11240560,마천2동,06,14763.0,16247.0,31010.0,1550.5
11240570,방이1동,06,7308.0,8551.0,15859.0,792.95
11240580,방이2동,06,11925.0,14177.0,26102.0,1305.1
11240590,오륜동,06,6122.0,8379.0,14501.0,725.05
11240600,오금동,06,22152.0,25836.0,47988.0,2399.4
11240610,송파1동,06,14351.0,18103.0,32454.0,1622.7
11240620,송파2동,06,5793.0,5814.0,11607.0,580.35
11240630,석촌동,06,18079.0,27149.0,45228.0,2261.4
11240640,삼전동,06,15652.0,21254.0,36906.0,1845.3
11240650,가락본동,06,12940.0,16296.0,29236.0,1461.8
11240660,가락1동,06,12964.0,14183.0,27147.0,1357.35
11240670,가락2동,06,12352.0,14126.0,26478.0,1323.9
11240680,문정1동,06,8551.0,9253.0,17804.0,890.2
11240690,문정2동,06,10078.0,12643.0,22721.0,1136.05
11240710,잠실본동,06,13741.0,19057.0,32798.0,1639.9
11240750,잠실4동,06,3771.0,5601.0,9372.0,468.6
11240770,잠실6동,06,9913.0,12392.0,22305.0,1115.25
11240780,잠실7동,06,3211.0,5361.0,8572.0,428.6
11240790,잠실2동,06,7391.0,5931.0,13322.0,666.1
11240800,잠실3동,06,18245.0,24476.0,42721.0,2136.05
11240810,장지동,06,22913.0,24627.0,47540.0,2377.0
11240820,위례동,06,42357.0,37290.0,79647.0,3982.35
